row,col,year,parameter,value
5411,213,2021,intermediate_demand,0.125928338
5415,213,2021,intermediate_demand,0.039977694
5412OP,213,2021,intermediate_demand,0.918626466
55,213,2021,intermediate_demand,2.021092468
561,213,2021,intermediate_demand,0.808872251
562,213,2021,intermediate_demand,0.048000852
711AS,213,2021,intermediate_demand,0.014990503
713,213,2021,intermediate_demand,0.029980508
721,213,2021,intermediate_demand,0.070950255
722,213,2021,intermediate_demand,0.174886091
81,213,2021,intermediate_demand,0.152925908
Used,213,2021,intermediate_demand,1.397860506
Other,213,2021,intermediate_demand,0.132020275
211,22,2021,intermediate_demand,37.93033443
212,22,2021,intermediate_demand,6.811734611
22,22,2021,intermediate_demand,42.13185284
23,22,2021,intermediate_demand,5.546731686
321,22,2021,intermediate_demand,0.009013159
327,22,2021,intermediate_demand,0.051147756
331,22,2021,intermediate_demand,0.003005104
332,22,2021,intermediate_demand,1.025793299
333,22,2021,intermediate_demand,1.359481451
334,22,2021,intermediate_demand,0.086986944
335,22,2021,intermediate_demand,0.018007858
3361MV,22,2021,intermediate_demand,0.032000098
322,22,2021,intermediate_demand,0.019023448
323,22,2021,intermediate_demand,0.006003908
324,22,2021,intermediate_demand,23.15394226
325,22,2021,intermediate_demand,1.631700938
326,22,2021,intermediate_demand,0.024007934
42,22,2021,intermediate_demand,1.434308056
481,22,2021,intermediate_demand,0.448554678
482,22,2021,intermediate_demand,0.050354785
485,22,2021,intermediate_demand,0.736576608
487OS,22,2021,intermediate_demand,8.79765759
493,22,2021,intermediate_demand,0.628707721
511,22,2021,intermediate_demand,0.268885204
513,22,2021,intermediate_demand,1.080167603
514,22,2021,intermediate_demand,4.602101005
521CI,22,2021,intermediate_demand,6.199146186
523,22,2021,intermediate_demand,0.607573706
524,22,2021,intermediate_demand,1.94480561
ORE,22,2021,intermediate_demand,7.611302107
532RL,22,2021,intermediate_demand,3.545398969
5411,22,2021,intermediate_demand,5.253234952
5415,22,2021,intermediate_demand,1.92564126
5412OP,22,2021,intermediate_demand,14.3840282
55,22,2021,intermediate_demand,0.079991864
561,22,2021,intermediate_demand,8.899281703
562,22,2021,intermediate_demand,0.474938397
61,22,2021,intermediate_demand,0.08592126
711AS,22,2021,intermediate_demand,0.105917257
713,22,2021,intermediate_demand,0.206834983
721,22,2021,intermediate_demand,0.722386835
722,22,2021,intermediate_demand,1.746604475
81,22,2021,intermediate_demand,0.845465576
GFE,22,2021,intermediate_demand,0.237100314
GSLE,22,2021,intermediate_demand,0.564741196
Used,22,2021,intermediate_demand,9.093766013
Other,22,2021,intermediate_demand,1.199007373
111CA,23,2021,intermediate_demand,3.461660583
212,23,2021,intermediate_demand,27.37300754
22,23,2021,intermediate_demand,13.68376224
23,23,2021,intermediate_demand,0.466818244
321,23,2021,intermediate_demand,103.5047142
327,23,2021,intermediate_demand,131.8380232
331,23,2021,intermediate_demand,9.460950818
332,23,2021,intermediate_demand,163.5751078
333,23,2021,intermediate_demand,58.97565172
334,23,2021,intermediate_demand,10.87453953
335,23,2021,intermediate_demand,72.9483814
3361MV,23,2021,intermediate_demand,3.50070957
3364OT,23,2021,intermediate_demand,0.042003982
337,23,2021,intermediate_demand,32.52795532
339,23,2021,intermediate_demand,1.837939504
313TT,23,2021,intermediate_demand,3.711209489
322,23,2021,intermediate_demand,5.434781102
323,23,2021,intermediate_demand,0.066056167
324,23,2021,intermediate_demand,67.03350474
325,23,2021,intermediate_demand,25.69616415
326,23,2021,intermediate_demand,60.07584011
42,23,2021,intermediate_demand,0.117048497
481,23,2021,intermediate_demand,0.216310566
485,23,2021,intermediate_demand,0.556791239
511,23,2021,intermediate_demand,1.080754541
513,23,2021,intermediate_demand,6.098519791
514,23,2021,intermediate_demand,2.789800299
521CI,23,2021,intermediate_demand,9.618942977
523,23,2021,intermediate_demand,1.911041217
524,23,2021,intermediate_demand,0.559768115
ORE,23,2021,intermediate_demand,19.19750946
532RL,23,2021,intermediate_demand,30.73859452
5411,23,2021,intermediate_demand,6.73551923
5415,23,2021,intermediate_demand,5.597169644
5412OP,23,2021,intermediate_demand,59.0540745
55,23,2021,intermediate_demand,14.0413758
561,23,2021,intermediate_demand,9.024046307
562,23,2021,intermediate_demand,1.921134462
61,23,2021,intermediate_demand,0.003997136
711AS,23,2021,intermediate_demand,0.300825147
713,23,2021,intermediate_demand,0.64261581
721,23,2021,intermediate_demand,0.371758796
722,23,2021,intermediate_demand,0.554667738
81,23,2021,intermediate_demand,7.071943455
GFE,23,2021,intermediate_demand,0.008004984
Used,23,2021,intermediate_demand,3.537893129
Other,23,2021,intermediate_demand,1.867384294
113FF,321,2021,intermediate_demand,20.67870293
211,321,2021,intermediate_demand,0.023072388
212,321,2021,intermediate_demand,0.009037345
22,321,2021,intermediate_demand,2.174079847
23,321,2021,intermediate_demand,0.53208687
321,321,2021,intermediate_demand,45.42233688
327,321,2021,intermediate_demand,1.058873921
331,321,2021,intermediate_demand,0.381219827
332,321,2021,intermediate_demand,4.094564948
333,321,2021,intermediate_demand,0.585548759
334,321,2021,intermediate_demand,1.337293613
335,321,2021,intermediate_demand,0.679532313
3361MV,321,2021,intermediate_demand,2.579104916
3364OT,321,2021,intermediate_demand,0.013982791
337,321,2021,intermediate_demand,0.350031781
339,321,2021,intermediate_demand,0.030974811
311FT,321,2021,intermediate_demand,0.029968589
313TT,321,2021,intermediate_demand,0.663516422
322,321,2021,intermediate_demand,1.405154248
323,321,2021,intermediate_demand,0.001999054
324,321,2021,intermediate_demand,1.027397556
325,321,2021,intermediate_demand,6.959163185
326,321,2021,intermediate_demand,2.045375273
42,321,2021,intermediate_demand,0.360671677
481,321,2021,intermediate_demand,0.102011609
484,321,2021,intermediate_demand,0.07658047
485,321,2021,intermediate_demand,0.064889579
487OS,321,2021,intermediate_demand,0.972748418
493,321,2021,intermediate_demand,1.020002692
511,321,2021,intermediate_demand,0.032948815
513,321,2021,intermediate_demand,0.342350245
514,321,2021,intermediate_demand,0.958316316
521CI,321,2021,intermediate_demand,0.901423735
523,321,2021,intermediate_demand,0.031941586
524,321,2021,intermediate_demand,0.330424698
ORE,321,2021,intermediate_demand,0.829662164
532RL,321,2021,intermediate_demand,0.302693437
5411,321,2021,intermediate_demand,0.472129443
5415,321,2021,intermediate_demand,0.337381659
5412OP,321,2021,intermediate_demand,2.107457299
55,321,2021,intermediate_demand,0.36954638
561,321,2021,intermediate_demand,0.734947768
562,321,2021,intermediate_demand,0.122845759
711AS,321,2021,intermediate_demand,0.040921899
713,321,2021,intermediate_demand,0.044913533
721,321,2021,intermediate_demand,0.104792899
722,321,2021,intermediate_demand,0.183646231
81,321,2021,intermediate_demand,0.414271255
GSLE,321,2021,intermediate_demand,0.069889234
Other,321,2021,intermediate_demand,0.300663435
113FF,327,2021,intermediate_demand,0.000999736
212,327,2021,intermediate_demand,14.23434412
22,327,2021,intermediate_demand,4.331727966
23,327,2021,intermediate_demand,1.213668386
321,327,2021,intermediate_demand,0.261820109
327,327,2021,intermediate_demand,21.54711585
331,327,2021,intermediate_demand,2.240996935
332,327,2021,intermediate_demand,2.81412602
333,327,2021,intermediate_demand,0.167698539
334,327,2021,intermediate_demand,0.7961656
335,327,2021,intermediate_demand,0.153736329
3361MV,327,2021,intermediate_demand,0.803272769
339,327,2021,intermediate_demand,0.164696907
311FT,327,2021,intermediate_demand,0.713518942
313TT,327,2021,intermediate_demand,0.335411109
322,327,2021,intermediate_demand,2.274917486
324,327,2021,intermediate_demand,0.939400968
325,327,2021,intermediate_demand,5.376741909
326,327,2021,intermediate_demand,1.382481955
42,327,2021,intermediate_demand,0.373276738
481,327,2021,intermediate_demand,0.12488618
484,327,2021,intermediate_demand,0.079563787
485,327,2021,intermediate_demand,0.076790317
487OS,327,2021,intermediate_demand,1.007781699
493,327,2021,intermediate_demand,1.676285532
511,327,2021,intermediate_demand,0.000997425
513,327,2021,intermediate_demand,0.647105762
514,327,2021,intermediate_demand,1.1807106
521CI,327,2021,intermediate_demand,0.871579056
523,327,2021,intermediate_demand,0.060826161
524,327,2021,intermediate_demand,1.118900538
ORE,327,2021,intermediate_demand,1.093112825
532RL,327,2021,intermediate_demand,0.856252998
5411,327,2021,intermediate_demand,0.479621996
5415,327,2021,intermediate_demand,0.328061105
5412OP,327,2021,intermediate_demand,2.463324622
55,327,2021,intermediate_demand,2.220990673
561,327,2021,intermediate_demand,1.064381544
562,327,2021,intermediate_demand,0.19555344
711AS,327,2021,intermediate_demand,0.038885759
713,327,2021,intermediate_demand,0.064808519
721,327,2021,intermediate_demand,0.136589444
722,327,2021,intermediate_demand,0.205392911
81,327,2021,intermediate_demand,0.905475412
GSLE,327,2021,intermediate_demand,0.162575102
Used,327,2021,intermediate_demand,0.068933526
Other,327,2021,intermediate_demand,0.255451513
211,331,2021,intermediate_demand,0.003008511
212,331,2021,intermediate_demand,15.24028673
22,331,2021,intermediate_demand,5.725528278
23,331,2021,intermediate_demand,1.411138928
321,331,2021,intermediate_demand,0.578015933
327,331,2021,intermediate_demand,2.595791238
331,331,2021,intermediate_demand,97.09689625
332,331,2021,intermediate_demand,5.131608061
333,331,2021,intermediate_demand,0.916009424
334,331,2021,intermediate_demand,1.622425069
335,331,2021,intermediate_demand,1.710291469
3361MV,331,2021,intermediate_demand,0.789867719
339,331,2021,intermediate_demand,0.045948353
311FT,331,2021,intermediate_demand,0.003994571
322,331,2021,intermediate_demand,1.659667314
324,331,2021,intermediate_demand,1.839141429
325,331,2021,intermediate_demand,1.938050796
326,331,2021,intermediate_demand,0.610325511
42,331,2021,intermediate_demand,0.971813251
481,331,2021,intermediate_demand,0.087982718
484,331,2021,intermediate_demand,0.091868646
485,331,2021,intermediate_demand,0.056885488
487OS,331,2021,intermediate_demand,0.140208661
493,331,2021,intermediate_demand,0.068978778
511,331,2021,intermediate_demand,0.014972081
513,331,2021,intermediate_demand,0.243462095
514,331,2021,intermediate_demand,0.732484998
521CI,331,2021,intermediate_demand,1.299323367
523,331,2021,intermediate_demand,1.632506085
524,331,2021,intermediate_demand,0.695572356
ORE,331,2021,intermediate_demand,0.476084108
532RL,331,2021,intermediate_demand,0.723042902
5411,331,2021,intermediate_demand,0.479965513
5415,331,2021,intermediate_demand,0.269422305
5412OP,331,2021,intermediate_demand,2.637744636
55,331,2021,intermediate_demand,1.025422325
561,331,2021,intermediate_demand,3.082627307
562,331,2021,intermediate_demand,0.215662134
711AS,331,2021,intermediate_demand,0.051884815
713,331,2021,intermediate_demand,0.038912964
721,331,2021,intermediate_demand,0.100769459
722,331,2021,intermediate_demand,0.182591387
81,331,2021,intermediate_demand,1.051822215
GFE,331,2021,intermediate_demand,0.029969663
GSLE,331,2021,intermediate_demand,0.179659338
Used,331,2021,intermediate_demand,50.28746469
Other,331,2021,intermediate_demand,0.581168698
212,332,2021,intermediate_demand,0.768470694
22,332,2021,intermediate_demand,5.028198979
23,332,2021,intermediate_demand,1.723711785
321,332,2021,intermediate_demand,0.31622917
327,332,2021,intermediate_demand,1.824933951
331,332,2021,intermediate_demand,106.2213446
332,332,2021,intermediate_demand,50.08485822
333,332,2021,intermediate_demand,5.878750052
334,332,2021,intermediate_demand,6.631113533
335,332,2021,intermediate_demand,3.928819751
3361MV,332,2021,intermediate_demand,1.950567624
3364OT,332,2021,intermediate_demand,0.084928453
339,332,2021,intermediate_demand,0.091960891
313TT,332,2021,intermediate_demand,0.001999318
322,332,2021,intermediate_demand,2.500242609
323,332,2021,intermediate_demand,0.00899923
324,332,2021,intermediate_demand,1.751355482
325,332,2021,intermediate_demand,8.570367332
326,332,2021,intermediate_demand,2.950800739
42,332,2021,intermediate_demand,0.831565675
481,332,2021,intermediate_demand,0.198099252
484,332,2021,intermediate_demand,0.310523958
485,332,2021,intermediate_demand,0.122838707
487OS,332,2021,intermediate_demand,0.076166295
493,332,2021,intermediate_demand,0.561218844
511,332,2021,intermediate_demand,0.075911566
513,332,2021,intermediate_demand,1.013470524
514,332,2021,intermediate_demand,1.904394314
521CI,332,2021,intermediate_demand,2.162059649
523,332,2021,intermediate_demand,2.076010421
524,332,2021,intermediate_demand,1.043588608
ORE,332,2021,intermediate_demand,5.419366964
532RL,332,2021,intermediate_demand,2.185634648
5411,332,2021,intermediate_demand,1.947166563
5415,332,2021,intermediate_demand,1.566737574
5412OP,332,2021,intermediate_demand,5.258204187
55,332,2021,intermediate_demand,4.473245847
561,332,2021,intermediate_demand,7.465211597
562,332,2021,intermediate_demand,0.280756503
711AS,332,2021,intermediate_demand,0.078880122
713,332,2021,intermediate_demand,0.085868073
721,332,2021,intermediate_demand,0.22064973
722,332,2021,intermediate_demand,0.317511805
81,332,2021,intermediate_demand,1.407071707
GFE,332,2021,intermediate_demand,0.110965193
GSLE,332,2021,intermediate_demand,0.235718002
Used,332,2021,intermediate_demand,1.191534098
Other,332,2021,intermediate_demand,0.612552082
212,333,2021,intermediate_demand,0.165814358
22,333,2021,intermediate_demand,2.564575203
23,333,2021,intermediate_demand,1.05901729
321,333,2021,intermediate_demand,1.057186807
327,333,2021,intermediate_demand,1.805608711
331,333,2021,intermediate_demand,50.55782059
332,333,2021,intermediate_demand,29.82098888
333,333,2021,intermediate_demand,44.42071381
334,333,2021,intermediate_demand,7.904138776
335,333,2021,intermediate_demand,19.16388422
3361MV,333,2021,intermediate_demand,13.69440877
3364OT,333,2021,intermediate_demand,0.31486043
337,333,2021,intermediate_demand,0.24621572
339,333,2021,intermediate_demand,2.64293009
313TT,333,2021,intermediate_demand,0.884051118
322,333,2021,intermediate_demand,2.107886747
323,333,2021,intermediate_demand,0.003000939
324,333,2021,intermediate_demand,1.251466512
325,333,2021,intermediate_demand,2.949270012
326,333,2021,intermediate_demand,11.74991064
42,333,2021,intermediate_demand,1.572805929
481,333,2021,intermediate_demand,0.12711429
484,333,2021,intermediate_demand,0.143060265
485,333,2021,intermediate_demand,0.08192516
487OS,333,2021,intermediate_demand,0.019049148
493,333,2021,intermediate_demand,0.398313921
511,333,2021,intermediate_demand,0.040968637
513,333,2021,intermediate_demand,0.797115637
514,333,2021,intermediate_demand,1.797259052
521CI,333,2021,intermediate_demand,1.751318029
523,333,2021,intermediate_demand,1.682249751
524,333,2021,intermediate_demand,1.452615842
ORE,333,2021,intermediate_demand,2.129244471
532RL,333,2021,intermediate_demand,1.602638275
5411,333,2021,intermediate_demand,1.500416297
5415,333,2021,intermediate_demand,2.022887306
5412OP,333,2021,intermediate_demand,4.608884724
55,333,2021,intermediate_demand,11.71384489
561,333,2021,intermediate_demand,2.140621501
562,333,2021,intermediate_demand,0.190910633
711AS,333,2021,intermediate_demand,0.052940704
713,333,2021,intermediate_demand,0.053938689
721,333,2021,intermediate_demand,0.149822057
722,333,2021,intermediate_demand,0.238728364
81,333,2021,intermediate_demand,0.795227955
GFE,333,2021,intermediate_demand,0.198016844
GSLE,333,2021,intermediate_demand,0.191847118
Used,333,2021,intermediate_demand,0.012010165
Other,333,2021,intermediate_demand,1.045652676
212,334,2021,intermediate_demand,0.005027872
22,334,2021,intermediate_demand,1.562130719
23,334,2021,intermediate_demand,0.57983288
321,334,2021,intermediate_demand,0.462814422
327,334,2021,intermediate_demand,0.302965772
331,334,2021,intermediate_demand,5.765519669
332,334,2021,intermediate_demand,6.717211228
333,334,2021,intermediate_demand,0.378247596
334,334,2021,intermediate_demand,39.46894624
335,334,2021,intermediate_demand,2.534867525
3361MV,334,2021,intermediate_demand,0.940285569
337,334,2021,intermediate_demand,0.119180387
339,334,2021,intermediate_demand,0.002001225
322,334,2021,intermediate_demand,0.564865649
324,334,2021,intermediate_demand,0.173313503
325,334,2021,intermediate_demand,2.305683089
326,334,2021,intermediate_demand,2.511584668
42,334,2021,intermediate_demand,0.63932945
481,334,2021,intermediate_demand,0.014021544
484,334,2021,intermediate_demand,0.032719935
485,334,2021,intermediate_demand,0.008997536
493,334,2021,intermediate_demand,0.236336935
511,334,2021,intermediate_demand,0.025996724
513,334,2021,intermediate_demand,0.20690286
514,334,2021,intermediate_demand,0.159947395
521CI,334,2021,intermediate_demand,2.235283286
523,334,2021,intermediate_demand,0.087964765
524,334,2021,intermediate_demand,0.190940213
ORE,334,2021,intermediate_demand,2.935457256
532RL,334,2021,intermediate_demand,0.48319962
5411,334,2021,intermediate_demand,2.915788135
5415,334,2021,intermediate_demand,0.323868988
5412OP,334,2021,intermediate_demand,5.619577005
55,334,2021,intermediate_demand,2.792555758
561,334,2021,intermediate_demand,1.733992006
562,334,2021,intermediate_demand,0.06601129
711AS,334,2021,intermediate_demand,0.003998081
713,334,2021,intermediate_demand,0.005997021
721,334,2021,intermediate_demand,0.015991243
722,334,2021,intermediate_demand,0.02098955
81,334,2021,intermediate_demand,0.398867948
GFE,334,2021,intermediate_demand,0.036026065
GSLE,334,2021,intermediate_demand,0.049992134
Other,334,2021,intermediate_demand,1.474452367
212,335,2021,intermediate_demand,0.10450028
22,335,2021,intermediate_demand,0.86940807
23,335,2021,intermediate_demand,0.230756941
321,335,2021,intermediate_demand,1.161158552
327,335,2021,intermediate_demand,2.073033211
331,335,2021,intermediate_demand,21.98117821
332,335,2021,intermediate_demand,12.90700809
333,335,2021,intermediate_demand,2.588717671
334,335,2021,intermediate_demand,4.498239144
335,335,2021,intermediate_demand,14.1926198
3361MV,335,2021,intermediate_demand,0.722667225
337,335,2021,intermediate_demand,0.002001504
339,335,2021,intermediate_demand,0.618906178
322,335,2021,intermediate_demand,1.434104517
323,335,2021,intermediate_demand,0.002000376
324,335,2021,intermediate_demand,0.972017696
325,335,2021,intermediate_demand,2.974900163
326,335,2021,intermediate_demand,2.589656244
42,335,2021,intermediate_demand,1.310674223
481,335,2021,intermediate_demand,0.015011622
484,335,2021,intermediate_demand,0.051086696
485,335,2021,intermediate_demand,0.009989622
487OS,335,2021,intermediate_demand,0.003007385
493,335,2021,intermediate_demand,0.086057072
511,335,2021,intermediate_demand,0.00099911
513,335,2021,intermediate_demand,0.135832265
514,335,2021,intermediate_demand,0.449508217
521CI,335,2021,intermediate_demand,0.926993491
523,335,2021,intermediate_demand,0.374563328
524,335,2021,intermediate_demand,0.913015545
ORE,335,2021,intermediate_demand,0.726310132
532RL,335,2021,intermediate_demand,0.556804619
5411,335,2021,intermediate_demand,0.242713378
5415,335,2021,intermediate_demand,0.114865631
5412OP,335,2021,intermediate_demand,1.659310392
55,335,2021,intermediate_demand,2.367661485
561,335,2021,intermediate_demand,0.499615662
562,335,2021,intermediate_demand,0.044973315
711AS,335,2021,intermediate_demand,0.005992537
713,335,2021,intermediate_demand,0.004993698
721,335,2021,intermediate_demand,0.018975083
722,335,2021,intermediate_demand,0.045941963
81,335,2021,intermediate_demand,0.146839031
GFE,335,2021,intermediate_demand,0.123995034
GSLE,335,2021,intermediate_demand,0.03596683
Other,335,2021,intermediate_demand,0.284869707
212,3361MV,2021,intermediate_demand,0.098504271
22,3361MV,2021,intermediate_demand,3.233883457
23,3361MV,2021,intermediate_demand,0.963308841
321,3361MV,2021,intermediate_demand,4.54004829
327,3361MV,2021,intermediate_demand,9.087093479
331,3361MV,2021,intermediate_demand,61.91525182
332,3361MV,2021,intermediate_demand,32.30685245
333,3361MV,2021,intermediate_demand,40.23609872
334,3361MV,2021,intermediate_demand,26.09174048
335,3361MV,2021,intermediate_demand,8.420596498
3361MV,3361MV,2021,intermediate_demand,223.2320846
3364OT,3361MV,2021,intermediate_demand,1.059753059
337,3361MV,2021,intermediate_demand,0.025027176
339,3361MV,2021,intermediate_demand,3.11457193
313TT,3361MV,2021,intermediate_demand,3.844029695
315AL,3361MV,2021,intermediate_demand,1.796493649
322,3361MV,2021,intermediate_demand,7.1338814
323,3361MV,2021,intermediate_demand,0.004002093
324,3361MV,2021,intermediate_demand,0.537742845
325,3361MV,2021,intermediate_demand,16.16687568
326,3361MV,2021,intermediate_demand,29.12789749
42,3361MV,2021,intermediate_demand,3.42529708
481,3361MV,2021,intermediate_demand,0.127140975
484,3361MV,2021,intermediate_demand,0.124692436
485,3361MV,2021,intermediate_demand,0.076945903
487OS,3361MV,2021,intermediate_demand,0.011030765
493,3361MV,2021,intermediate_demand,0.116115868
511,3361MV,2021,intermediate_demand,0.0309828
513,3361MV,2021,intermediate_demand,0.390648839
514,3361MV,2021,intermediate_demand,0.57856134
521CI,3361MV,2021,intermediate_demand,3.733200368
523,3361MV,2021,intermediate_demand,1.863453495
524,3361MV,2021,intermediate_demand,4.020015535
ORE,3361MV,2021,intermediate_demand,1.668975137
532RL,3361MV,2021,intermediate_demand,6.93889217
5411,3361MV,2021,intermediate_demand,2.482901962
5415,3361MV,2021,intermediate_demand,0.56053258
5412OP,3361MV,2021,intermediate_demand,5.979918978
55,3361MV,2021,intermediate_demand,9.867732086
561,3361MV,2021,intermediate_demand,2.837769458
562,3361MV,2021,intermediate_demand,0.141963396
711AS,3361MV,2021,intermediate_demand,0.036966379
713,3361MV,2021,intermediate_demand,0.039962989
721,3361MV,2021,intermediate_demand,0.149853575
722,3361MV,2021,intermediate_demand,0.205809153
81,3361MV,2021,intermediate_demand,0.71645523
GSLE,3361MV,2021,intermediate_demand,0.13492087
Other,3361MV,2021,intermediate_demand,1.972759423
212,3364OT,2021,intermediate_demand,0.064350844
22,3364OT,2021,intermediate_demand,3.069972898
23,3364OT,2021,intermediate_demand,0.475818809
321,3364OT,2021,intermediate_demand,0.29749608
327,3364OT,2021,intermediate_demand,0.289897462
331,3364OT,2021,intermediate_demand,6.104634662
332,3364OT,2021,intermediate_demand,12.23900916
333,3364OT,2021,intermediate_demand,3.518978317
334,3364OT,2021,intermediate_demand,17.30500647
335,3364OT,2021,intermediate_demand,1.313846574
3361MV,3364OT,2021,intermediate_demand,2.789589264
3364OT,3364OT,2021,intermediate_demand,55.88077489
337,3364OT,2021,intermediate_demand,0.031044124
339,3364OT,2021,intermediate_demand,0.0200104
313TT,3364OT,2021,intermediate_demand,0.80848824
322,3364OT,2021,intermediate_demand,0.438631738
324,3364OT,2021,intermediate_demand,0.130223553
325,3364OT,2021,intermediate_demand,1.288821734
326,3364OT,2021,intermediate_demand,2.322250617
42,3364OT,2021,intermediate_demand,0.021008884
481,3364OT,2021,intermediate_demand,0.02203182
484,3364OT,2021,intermediate_demand,0.040896219
485,3364OT,2021,intermediate_demand,0.013994873
493,3364OT,2021,intermediate_demand,0.059078775
511,3364OT,2021,intermediate_demand,0.120973559
513,3364OT,2021,intermediate_demand,0.45174607
514,3364OT,2021,intermediate_demand,1.076546261
521CI,3364OT,2021,intermediate_demand,0.677719953
523,3364OT,2021,intermediate_demand,0.301851142
524,3364OT,2021,intermediate_demand,0.690719776
ORE,3364OT,2021,intermediate_demand,1.025715415
532RL,3364OT,2021,intermediate_demand,0.678217487
5411,3364OT,2021,intermediate_demand,0.949517434
5415,3364OT,2021,intermediate_demand,1.348329718
5412OP,3364OT,2021,intermediate_demand,2.835019674
55,3364OT,2021,intermediate_demand,2.333248554
561,3364OT,2021,intermediate_demand,3.866624417
562,3364OT,2021,intermediate_demand,0.093007304
711AS,3364OT,2021,intermediate_demand,0.008994849
713,3364OT,2021,intermediate_demand,0.009994111
721,3364OT,2021,intermediate_demand,0.024984004
722,3364OT,2021,intermediate_demand,0.041975215
81,3364OT,2021,intermediate_demand,0.335857713
GSLE,3364OT,2021,intermediate_demand,0.087978015
Other,3364OT,2021,intermediate_demand,0.229049094
113FF,337,2021,intermediate_demand,0.140120977
212,337,2021,intermediate_demand,0.013055296
22,337,2021,intermediate_demand,0.647198296
23,337,2021,intermediate_demand,0.166731293
321,337,2021,intermediate_demand,9.878363648
327,337,2021,intermediate_demand,0.327613791
331,337,2021,intermediate_demand,4.107796094
332,337,2021,intermediate_demand,5.192721311
333,337,2021,intermediate_demand,0.153897456
334,337,2021,intermediate_demand,0.941896496
335,337,2021,intermediate_demand,0.129924131
3361MV,337,2021,intermediate_demand,0.551438567
337,337,2021,intermediate_demand,3.664714375
339,337,2021,intermediate_demand,0.006995041
313TT,337,2021,intermediate_demand,3.700688913
322,337,2021,intermediate_demand,1.560333768
324,337,2021,intermediate_demand,0.277136082
325,337,2021,intermediate_demand,1.980829873
326,337,2021,intermediate_demand,3.990246657
42,337,2021,intermediate_demand,0.257792229
481,337,2021,intermediate_demand,0.050010899
484,337,2021,intermediate_demand,0.062291803
485,337,2021,intermediate_demand,0.029952162
487OS,337,2021,intermediate_demand,0.255485725
493,337,2021,intermediate_demand,0.085009079
511,337,2021,intermediate_demand,0.007988425
513,337,2021,intermediate_demand,0.149731476
514,337,2021,intermediate_demand,0.503168567
521CI,337,2021,intermediate_demand,0.496184215
523,337,2021,intermediate_demand,0.507125591
524,337,2021,intermediate_demand,0.390361144
ORE,337,2021,intermediate_demand,1.219161488
532RL,337,2021,intermediate_demand,0.239782178
5411,337,2021,intermediate_demand,0.256553762
5415,337,2021,intermediate_demand,0.195661852
5412OP,337,2021,intermediate_demand,1.748243853
55,337,2021,intermediate_demand,0.390561364
561,337,2021,intermediate_demand,0.27263814
562,337,2021,intermediate_demand,0.074913763
711AS,337,2021,intermediate_demand,0.015971188
713,337,2021,intermediate_demand,0.021960019
721,337,2021,intermediate_demand,0.053899116
722,337,2021,intermediate_demand,0.07286725
81,337,2021,intermediate_demand,0.126790216
GSLE,337,2021,intermediate_demand,0.042936438
Other,337,2021,intermediate_demand,0.095902657
111CA,339,2021,intermediate_demand,0.300734185
113FF,339,2021,intermediate_demand,0.43375025
212,339,2021,intermediate_demand,0.125640265
22,339,2021,intermediate_demand,0.937654216
23,339,2021,intermediate_demand,0.4296816
321,339,2021,intermediate_demand,2.106757272
327,339,2021,intermediate_demand,0.952608314
331,339,2021,intermediate_demand,7.689898605
332,339,2021,intermediate_demand,5.550452296
333,339,2021,intermediate_demand,1.496303224
334,339,2021,intermediate_demand,2.435265186
335,339,2021,intermediate_demand,1.037295494
3361MV,339,2021,intermediate_demand,1.116834092
337,339,2021,intermediate_demand,0.295313741
339,339,2021,intermediate_demand,9.202473716
311FT,339,2021,intermediate_demand,0.025998068
313TT,339,2021,intermediate_demand,1.87645858
315AL,339,2021,intermediate_demand,0.324900787
322,339,2021,intermediate_demand,2.426624008
324,339,2021,intermediate_demand,1.167585562
325,339,2021,intermediate_demand,8.070244361
326,339,2021,intermediate_demand,5.568996756
42,339,2021,intermediate_demand,1.540097395
481,339,2021,intermediate_demand,0.071077144
484,339,2021,intermediate_demand,0.187034355
485,339,2021,intermediate_demand,0.052961519
487OS,339,2021,intermediate_demand,0.176488112
493,339,2021,intermediate_demand,0.387377466
511,339,2021,intermediate_demand,0.032980915
513,339,2021,intermediate_demand,0.42360924
514,339,2021,intermediate_demand,0.757407918
521CI,339,2021,intermediate_demand,1.636734054
523,339,2021,intermediate_demand,0.806311855
524,339,2021,intermediate_demand,0.56456758
ORE,339,2021,intermediate_demand,1.71490659
532RL,339,2021,intermediate_demand,1.026959912
5411,339,2021,intermediate_demand,1.568637592
5415,339,2021,intermediate_demand,0.430630769
5412OP,339,2021,intermediate_demand,4.149070831
55,339,2021,intermediate_demand,3.978991972
561,339,2021,intermediate_demand,1.551290834
562,339,2021,intermediate_demand,0.092973842
711AS,339,2021,intermediate_demand,0.030971103
713,339,2021,intermediate_demand,0.034966793
721,339,2021,intermediate_demand,0.095904032
722,339,2021,intermediate_demand,0.132873659
81,339,2021,intermediate_demand,0.386696869
GFE,339,2021,intermediate_demand,0.017004619
GSLE,339,2021,intermediate_demand,0.087946352
Used,339,2021,intermediate_demand,0.004004135
Other,339,2021,intermediate_demand,0.335951136
111CA,311FT,2021,intermediate_demand,319.7314576
113FF,311FT,2021,intermediate_demand,10.91508128
212,311FT,2021,intermediate_demand,1.464959103
22,311FT,2021,intermediate_demand,10.67333407
23,311FT,2021,intermediate_demand,2.949782586
321,311FT,2021,intermediate_demand,0.430413408
